Serial_Reading,_18b20_Temp_C ,_18b20_Temp_Fh, Current_humidity,Object_Temperature,NW_cooling,Critical_Level
10973,-11.25,11.75,0.62,-11.25,0,0.879867145
10974,-11.25,11.75,0.62,-11.25,0,0.643422597
10975,-11.25,11.75,0.62,-11.25,0,0.080099637
10976,-11.25,11.75,0.62,-11.25,0,0.574757474
10977,-11.25,11.75,0.62,-11.25,0,0.724185094
10978,-11.25,11.75,0.62,-11.25,0,0.230373605
10979,-11.25,11.75,0.62,-11.25,0,0.305462413
10980,-11.25,11.75,0.62,-11.25,0,0.956394029
10981,-11.25,11.75,0.62,-11.25,0,0.40766464
10982,-11.25,11.75,0.62,-11.25,0,0.726813848
10983,-11.25,11.75,0.62,-11.25,0,0.072561455
10984,-11.25,11.75,0.62,-11.25,0,0.695096719
10985,-11.25,11.75,0.62,-11.25,0,0.291939191
10986,-11.25,11.75,0.62,-11.25,0,0.357873035
10987,-11.25,11.75,0.62,-11.25,0,0.494290346
10988,-11.25,11.75,0.62,-11.25,0,0.424581358
10989,-11.25,11.75,0.62,-11.25,0,0.771793516
10990,-11.25,11.75,0.62,-11.25,0,0.415106071
10991,-11.25,11.75,0.62,-11.25,0,0.83992036
10992,-11.25,11.75,0.62,-11.25,0,0.513961651
10993,-11.25,11.75,0.62,-11.25,0,0.842110893
10994,-11.25,11.75,0.62,-11.25,0,0.91458008
10995,-11.25,11.75,0.62,-11.25,0,0.342123445
10996,-11.25,11.75,0.62,-11.25,0,0.700337979
10997,-11.25,11.75,0.62,-11.25,0,0.199202654
10998,-11.25,11.75,0.62,-11.25,0,0.708573927
10999,-11.25,11.75,0.62,-11.25,0,0.062730563
11000,-11.25,11.75,0.62,-11.25,0,0.108603148
11001,-11.25,11.75,0.62,-11.25,0,0.722950289
11002,-11.25,11.75,0.62,-11.25,0,0.021772467
11003,-11.25,11.75,0.62,-11.25,0,0.348913146
11004,-11.25,11.75,0.62,-11.25,0,0.418219715
11005,-11.25,11.75,0.62,-11.25,0,0.231472327
11006,-11.25,11.75,0.62,-11.25,0,0.430208014
11007,-11.25,11.75,0.62,-11.25,0,0.916771395
11008,-11.25,11.75,0.62,-11.25,0,0.147061364
11009,-11.25,11.75,0.62,-11.25,0,0.008392365
11010,-11.19,11.86,0.62,-11.19,0,0.267592355
11011,-11.25,11.75,0.62,-11.25,0,0.813795461
11012,-11.25,11.75,0.62,-11.25,0,0.06588703
11013,-11.25,11.75,0.62,-11.25,0,0.404752159
11014,-11.19,11.86,0.62,-11.19,0,0.695324694
11015,-11.19,11.86,0.62,-11.19,0,0.637594691
11016,-11.25,11.75,0.62,-11.25,0,0.836884906
11017,-11.25,11.75,0.62,-11.25,0,0.837469003
11018,-11.19,11.86,0.62,-11.19,0,0.860138835
11019,-11.19,11.86,0.62,-11.19,0,0.323220045
11020,-11.19,11.86,0.62,-11.19,0,0.541571771
11021,-11.25,11.75,0.62,-11.25,0,0.824770379
11022,-11.19,11.86,0.62,-11.19,0,0.419060305
11023,-11.25,11.75,0.62,-11.25,0,0.417661241
11024,-11.19,11.86,0.62,-11.19,0,0.429233424
11025,-11.19,11.86,0.62,-11.19,0,0.71027049
11026,-11.19,11.86,0.62,-11.19,0,0.748747527
11027,-11.25,11.75,0.62,-11.25,0,0.534068673
11028,-11.19,11.86,0.62,-11.19,0,0.888275172
11029,-11.19,11.86,0.62,-11.19,0,0.126670496
11030,-11.25,11.75,0.62,-11.25,0,0.399711466
11031,-11.19,11.86,0.62,-11.19,0,0.801436112
11032,-11.19,11.86,0.62,-11.19,0,0.395174038
11033,-11.19,11.86,0.62,-11.19,0,0.97314137
11034,-11.19,11.86,0.62,-11.19,0,0.818758458
11035,-11.19,11.86,0.62,-11.19,0,0.923465034
11036,-11.19,11.86,0.62,-11.19,0,0.539321759
11037,-11.19,11.86,0.62,-11.19,0,0.485041183
11038,-11.19,11.86,0.62,-11.19,0,0.979456776
11039,-11.19,11.86,0.62,-11.19,0,0.056903919
11040,-11.19,11.86,0.62,-11.19,0,0.38372705
11041,-11.19,11.86,0.62,-11.19,0,0.172442016
11042,-11.19,11.86,0.62,-11.19,0,0.619512023
11043,-11.19,11.86,0.62,-11.19,0,0.058892787
11044,-11.19,11.86,0.62,-11.19,0,0.527879663
11045,-11.19,11.86,0.62,-11.19,0,0.442365618
11046,-11.19,11.86,0.62,-11.19,0,0.419049637
11047,-11.25,11.75,0.62,-11.25,0,0.587168899
11048,-11.19,11.86,0.62,-11.19,0,0.064283877
11049,-11.19,11.86,0.62,-11.19,0,0.589182904
11050,-11.19,11.86,0.62,-11.19,0,0.007182321
11051,-11.19,11.86,0.62,-11.19,0,0.900159117
11052,-11.19,11.86,0.62,-11.19,0,0.911953595
11053,-11.19,11.86,0.62,-11.19,0,0.182750989
11054,-11.19,11.86,0.62,-11.19,0,0.10724457
11055,-11.19,11.86,0.62,-11.19,0,0.961496222
11056,-11.19,11.86,0.62,-11.19,0,0.2518877
11057,-11.19,11.86,0.62,-11.19,0,0.185761939
11058,-11.19,11.86,0.62,-11.19,0,0.901083893
11059,-11.19,11.86,0.62,-11.19,0,0.693729036
11060,-11.19,11.86,0.62,-11.19,0,0.895968758
11061,-11.19,11.86,0.62,-11.19,0,0.228475404
11062,-11.19,11.86,0.62,-11.19,0,0.549330124
11063,-11.19,11.86,0.62,-11.19,0,0.097484298
11064,-11.19,11.86,0.62,-11.19,0,0.826739061
11065,-11.19,11.86,0.62,-11.19,0,0.869921817
11066,-11.19,11.86,0.62,-11.19,0,0.238719144
11067,-11.19,11.86,0.62,-11.19,0,0.981411739
11068,-11.19,11.86,0.62,-11.19,0,0.062387273
11069,-11.19,11.86,0.62,-11.19,0,0.661873842
11070,-11.19,11.86,0.62,-11.19,0,0.11427878
11071,-11.19,11.86,0.62,-11.19,0,0.00263569
11072,-11.19,11.86,0.62,-11.19,0,0.798093413
11073,-11.19,11.86,0.62,-11.19,0,0.913982729
11074,-11.19,11.86,0.62,-11.19,0,0.769536358
11075,-11.19,11.86,0.62,-11.19,0,0.795054212
11076,-11.19,11.86,0.62,-11.19,0,0.106471729
11077,-11.19,11.86,0.62,-11.19,0,0.474973435
11078,-11.19,11.86,0.62,-11.19,0,0.980161614
11079,-11.19,11.86,0.62,-11.19,0,0.150834403
11080,-11.19,11.86,0.62,-11.19,0,0.287945246
11081,-11.19,11.86,0.62,-11.19,0,0.882773875
11082,-11.19,11.86,0.62,-11.19,0,0.952938984
11083,-11.19,11.86,0.62,-11.19,0,0.399805278
11084,-11.19,11.86,0.62,-11.19,0,0.752360749
11085,-11.19,11.86,0.62,-11.19,0,0.362151035
11086,-11.19,11.86,0.62,-11.19,0,0.025514869
11087,-11.19,11.86,0.62,-11.19,0,0.95793689
11088,-11.19,11.86,0.62,-11.19,0,0.250207285
11089,-11.19,11.86,0.62,-11.19,0,0.673428759
11090,-11.19,11.86,0.62,-11.19,0,0.795554062
11091,-11.19,11.86,0.62,-11.19,0,0.130107449
11092,-11.19,11.86,0.62,-11.19,0,0.451180235
11093,-11.19,11.86,0.62,-11.19,0,0.671289931
11094,-11.19,11.86,0.62,-11.19,0,0.817935547
11095,-11.19,11.86,0.62,-11.19,0,0.080421272
11096,-11.19,11.86,0.62,-11.19,0,0.465667152
11097,-11.19,11.86,0.62,-11.19,0,0.218484767
11098,-11.19,11.86,0.62,-11.19,0,0.342704284
11099,-11.19,11.86,0.62,-11.19,0,0.776195309
11100,-11.19,11.86,0.62,-11.19,0,0.381070506
11101,-11.19,11.86,0.62,-11.19,0,0.581247887
11102,-11.19,11.86,0.62,-11.19,0,0.349477038
11103,-11.19,11.86,0.62,-11.19,0,0.483348957
11104,-11.19,11.86,0.62,-11.19,0,0.061822671
11105,-11.19,11.86,0.62,-11.19,0,0.627762882
11106,-11.19,11.86,0.62,-11.19,0,0.177984633
11107,-11.19,11.86,0.62,-11.19,0,0.365366192
11108,-11.19,11.86,0.62,-11.19,0,0.15059011
11109,-11.19,11.86,0.62,-11.19,0,0.705781711
11110,-11.19,11.86,0.62,-11.19,0,0.629598751
11111,-11.19,11.86,0.62,-11.19,0,0.221354109
11112,-11.19,11.86,0.62,-11.19,0,0.037137341
11113,-11.19,11.86,0.62,-11.19,0,0.134275943
11114,-11.19,11.86,0.62,-11.19,0,0.390983219
11115,-11.19,11.86,0.62,-11.19,0,0.911389061
11116,-11.19,11.86,0.62,-11.19,0,0.383896551
11117,-11.19,11.86,0.62,-11.19,0,0.074038057
11118,-11.19,11.86,0.62,-11.19,0,0.976271896
11119,-11.19,11.86,0.62,-11.19,0,0.157031706
11120,-11.19,11.86,0.62,-11.19,0,0.437024767
11121,-11.19,11.86,0.62,-11.19,0,0.606390154
11122,-11.19,11.86,0.62,-11.19,0,0.618930522
11123,-11.19,11.86,0.62,-11.19,0,0.115970625
11124,-11.19,11.86,0.62,-11.19,0,0.868071323
11125,-11.19,11.86,0.62,-11.19,0,0.654389558
11126,-11.19,11.86,0.62,-11.19,0,0.273585666
11127,-11.19,11.86,0.62,-11.19,0,0.794870109
11128,-11.19,11.86,0.62,-11.19,0,0.324736232
11129,-11.19,11.86,0.62,-11.19,0,0.970737665
11130,-11.19,11.86,0.62,-11.19,0,0.246485174
11131,-11.19,11.86,0.62,-11.19,0,0.736179048
11132,-11.19,11.86,0.62,-11.19,0,0.944321481
11133,-11.19,11.86,0.62,-11.19,0,0.916313344
11134,-11.19,11.86,0.62,-11.19,0,0.603494816
11135,-11.19,11.86,0.62,-11.19,0,0.762532912
11136,-11.19,11.86,0.62,-11.19,0,0.287405576
11137,-11.19,11.86,0.62,-11.19,0,0.657382478
11138,-11.19,11.86,0.62,-11.19,0,0.503757528
11139,-11.19,11.86,0.62,-11.19,0,0.669177046
11140,-11.19,11.86,0.62,-11.19,0,0.023049597
11141,-11.19,11.86,0.62,-11.19,0,0.641868823
11142,-11.25,11.75,0.62,-11.25,0,0.053151694
11143,-11.19,11.86,0.62,-11.19,0,0.893832155
11144,-11.19,11.86,0.62,-11.19,0,0.576913863
11145,-11.19,11.86,0.62,-11.19,0,0.931446151
11146,-11.19,11.86,0.62,-11.19,0,0.852957166
11147,-11.19,11.86,0.62,-11.19,0,0.022488927
11148,-11.19,11.86,0.62,-11.19,0,0.763922355
11149,-11.19,11.86,0.62,-11.19,0,0.712139932
11150,-11.19,11.86,0.62,-11.19,0,0.421807486
11151,-11.19,11.86,0.62,-11.19,0,0.551836839
11152,-11.19,11.86,0.62,-11.19,0,0.535243738
11153,-11.19,11.86,0.62,-11.19,0,0.116149704
11154,-11.19,11.86,0.62,-11.19,0,0.610943046
11155,-11.19,11.86,0.62,-11.19,0,0.82273513
11156,-11.19,11.86,0.62,-11.19,0,0.005991281
11157,-11.19,11.86,0.62,-11.19,0,0.139017146
11158,-11.19,11.86,0.62,-11.19,0,0.080236075
11159,-11.19,11.86,0.62,-11.19,0,0.643872378
11160,-11.19,11.86,0.62,-11.19,0,0.929067235
11161,-11.19,11.86,0.62,-11.19,0,0.237086028
11162,-11.19,11.86,0.62,-11.19,0,0.446640486
11163,-11.19,11.86,0.62,-11.19,0,0.202613352
11164,-11.19,11.86,0.62,-11.19,0,0.932478992
11165,-11.19,11.86,0.62,-11.19,0,0.91435286
11166,-11.19,11.86,0.62,-11.19,0,0.476442848
11167,-11.19,11.86,0.62,-11.19,0,0.034317501
11168,-11.19,11.86,0.62,-11.19,0,0.540999617
11169,-11.19,11.86,0.62,-11.19,0,0.687077242
11170,-11.19,11.86,0.62,-11.19,0,0.884475787
11171,-11.19,11.86,0.62,-11.19,0,0.156584819
11172,-11.19,11.86,0.62,-11.19,0,0.458147484
11173,-11.19,11.86,0.62,-11.19,0,0.079327847
11174,-11.19,11.86,0.62,-11.19,0,0.390227977
11175,-11.25,11.75,0.62,-11.25,0,0.730620474
11176,-11.25,11.75,0.62,-11.25,0,0.846314478
11177,-11.19,11.86,0.62,-11.19,0,0.502472395
11178,-11.19,11.86,0.62,-11.19,0,0.932937918
11179,-11.19,11.86,0.62,-11.19,0,0.389851816
11180,-11.25,11.75,0.62,-11.25,0,0.335124729
11181,-11.19,11.86,0.62,-11.19,0,0.932691674
11182,-11.19,11.86,0.62,-11.19,0,0.773224828
11183,-11.19,11.86,0.62,-11.19,0,0.937062893
11184,-11.25,11.75,0.62,-11.25,0,0.962126291
11185,-11.25,11.75,0.62,-11.25,0,0.264731185
11186,-11.25,11.75,0.62,-11.25,0,0.78668587
11187,-11.25,11.75,0.62,-11.25,0,0.732269113
11188,-11.19,11.86,0.62,-11.19,0,0.773125565
11189,-11.19,11.86,0.62,-11.19,0,0.880228735
11190,-11.19,11.86,0.62,-11.19,0,0.878487968
11191,-11.19,11.86,0.62,-11.19,0,0.572685901
11192,-11.25,11.75,0.62,-11.25,0,0.678425403
11193,-11.19,11.86,0.62,-11.19,0,0.559972129
11194,-11.25,11.75,0.62,-11.25,0,0.086243959
11195,-11.25,11.75,0.62,-11.25,0,0.235567818
11196,-11.19,11.86,0.62,-11.19,0,0.316738076
11197,-11.25,11.75,0.62,-11.25,0,0.340356531
11198,-11.25,11.75,0.62,-11.25,0,0.509484428
11199,-11.25,11.75,0.62,-11.25,0,0.720914851
11200,-11.25,11.75,0.62,-11.25,0,0.700145747
11201,-11.19,11.86,0.62,-11.19,0,0.878429049
11202,-11.25,11.75,0.62,-11.25,0,0.701502041
11203,-11.25,11.75,0.62,-11.25,0,0.9375916
11204,-11.25,11.75,0.62,-11.25,0,0.735479198
11205,-11.25,11.75,0.62,-11.25,0,0.097767377
11206,-11.25,11.75,0.62,-11.25,0,0.274577346
11207,-11.25,11.75,0.62,-11.25,0,0.133820535
11208,-11.19,11.86,0.62,-11.19,0,0.34379013
11209,-11.25,11.75,0.62,-11.25,0,0.625248146
11210,-11.25,11.75,0.62,-11.25,0,0.717489202
11211,-11.19,11.86,0.62,-11.19,0,0.944153013
11212,-11.25,11.75,0.62,-11.25,0,0.554583264
11213,-11.25,11.75,0.62,-11.25,0,0.141044531
11214,-11.25,11.75,0.62,-11.25,0,0.032876067
11215,-11.25,11.75,0.62,-11.25,0,0.580944425
11216,-11.25,11.75,0.62,-11.25,0,0.480031865
11217,-11.25,11.75,0.62,-11.25,0,0.937456757
11218,-11.25,11.75,0.62,-11.25,0,0.878092392
11219,-11.25,11.75,0.62,-11.25,0,0.344367983
11220,-11.25,11.75,0.62,-11.25,0,0.577361091
11221,-11.25,11.75,0.62,-11.25,0,0.469713888
11222,-11.25,11.75,0.62,-11.25,0,0.575096554
11223,-11.25,11.75,0.62,-11.25,0,0.026040936
11224,-11.19,11.86,0.62,-11.19,0,0.028992656
11225,-11.25,11.75,0.62,-11.25,0,0.366626054
11226,-11.25,11.75,0.62,-11.25,0,0.23680675
11227,-11.25,11.75,0.62,-11.25,0,0.716526029
11228,-11.25,11.75,0.62,-11.25,0,0.773554194
11229,-11.25,11.75,0.62,-11.25,0,0.416073741
11230,-11.25,11.75,0.62,-11.25,0,0.715333783
11231,-11.25,11.75,0.62,-11.25,0,0.135236277
11232,-11.25,11.75,0.62,-11.25,0,0.828204122
11233,-11.25,11.75,0.62,-11.25,0,0.355234687
11234,-11.25,11.75,0.62,-11.25,0,0.933173582
11235,-11.25,11.75,0.62,-11.25,0,0.246585693
11236,-11.25,11.75,0.62,-11.25,0,0.820018364
11237,-11.25,11.75,0.62,-11.25,0,0.460203498
11238,-11.25,11.75,0.62,-11.25,0,0.477719978
11239,-11.25,11.75,0.62,-11.25,0,0.564341223
11240,-11.25,11.75,0.62,-11.25,0,0.786912067
11241,-11.25,11.75,0.62,-11.25,0,0.250712901
11242,-11.25,11.75,0.62,-11.25,0,0.28065827
11243,-11.25,11.75,0.62,-11.25,0,0.298553422
11244,-11.25,11.75,0.62,-11.25,0,0.873087413
11245,-11.25,11.75,0.62,-11.25,0,0.073480188
11246,-11.25,11.75,0.62,-11.25,0,0.000148863
11247,-11.25,11.75,0.62,-11.25,0,0.436529097
11248,-11.25,11.75,0.62,-11.25,0,0.002190188
11249,-11.25,11.75,0.62,-11.25,0,0.8133828
11250,-11.25,11.75,0.62,-11.25,0,0.005810214
11251,-11.25,11.75,0.62,-11.25,0,0.488712485
11252,-11.25,11.75,0.62,-11.25,0,0.765864362
11253,-11.25,11.75,0.62,-11.25,0,0.273284364
11254,-11.25,11.75,0.62,-11.25,0,0.380319702
11255,-11.25,11.75,0.62,-11.25,0,0.844566791
11256,-11.25,11.75,0.62,-11.25,0,0.213245653
11257,-11.25,11.75,0.62,-11.25,0,0.726946568
11258,-11.25,11.75,0.62,-11.25,0,0.60072099
11259,-11.25,11.75,0.62,-11.25,0,0.295718882
11260,-11.25,11.75,0.62,-11.25,0,0.405432377
11261,-11.25,11.75,0.62,-11.25,0,0.696761588
11262,-11.25,11.75,0.62,-11.25,0,0.256775042
11263,-11.25,11.75,0.62,-11.25,0,0.597219107
11264,-11.25,11.75,0.62,-11.25,0,0.775479769
11265,-11.25,11.75,0.62,-11.25,0,0.208413428
11266,-11.25,11.75,0.62,-11.25,0,0.337322237
11267,-11.25,11.75,0.62,-11.25,0,0.494351526
11268,-11.25,11.75,0.62,-11.25,0,0.767106488
11269,-11.25,11.75,0.62,-11.25,0,0.956123968
11270,-11.25,11.75,0.62,-11.25,0,0.547625394
11271,-11.25,11.75,0.62,-11.25,0,0.688071906
11272,-11.25,11.75,0.62,-11.25,0,0.800593689
11273,-11.25,11.75,0.62,-11.25,0,0.208431764
11274,-11.25,11.75,0.62,-11.25,0,0.220916039
11275,-11.25,11.75,0.62,-11.25,0,0.647605308
11276,-11.25,11.75,0.62,-11.25,0,0.603996779
11277,-11.25,11.75,0.62,-11.25,0,0.525008159
11278,-11.25,11.75,0.62,-11.25,0,0.972295618
11279,-11.25,11.75,0.62,-11.25,0,0.362498368
11280,-11.25,11.75,0.62,-11.25,0,0.303096445
11281,-11.25,11.75,0.62,-11.25,0,0.806246421
11282,-11.25,11.75,0.62,-11.25,0,0.859835605
11283,-11.25,11.75,0.62,-11.25,0,0.476271935
11284,-11.25,11.75,0.62,-11.25,0,0.72404406
11285,-11.25,11.75,0.62,-11.25,0,0.387721278
11286,-11.25,11.75,0.62,-11.25,0,0.734423187
11287,-11.25,11.75,0.62,-11.25,0,0.638048918
11288,-11.25,11.75,0.62,-11.25,0,0.9741104
11289,-11.25,11.75,0.62,-11.25,0,0.570640224
11290,-11.25,11.75,0.62,-11.25,0,0.318891163
11291,-11.25,11.75,0.62,-11.25,0,0.47206863
11292,-11.25,11.75,0.62,-11.25,0,0.800984761
11293,-11.25,11.75,0.62,-11.25,0,0.518895536
11294,-11.25,11.75,0.62,-11.25,0,0.750051993
11295,-11.25,11.75,0.62,-11.25,0,0.26781325
11296,-11.25,11.75,0.62,-11.25,0,0.324338382
11297,-11.25,11.75,0.62,-11.25,0,0.531416762
11298,-11.25,11.75,0.62,-11.25,0,0.60598312
11299,-11.25,11.75,0.62,-11.25,0,0.371162579
11300,-11.25,11.75,0.62,-11.25,0,0.996876492
11301,-11.25,11.75,0.62,-11.25,0,0.163351848
11302,-11.25,11.75,0.62,-11.25,0,0.12986268
11303,-11.25,11.75,0.62,-11.25,0,0.766767584
11304,-11.25,11.75,0.62,-11.25,0,0.220954859
11305,-11.25,11.75,0.62,-11.25,0,0.726002078
11306,-11.31,11.64,0.62,-11.31,0,0.4553784
11307,-11.25,11.75,0.62,-11.25,0,0.403826796
11308,-11.25,11.75,0.62,-11.25,0,0.229216831
11309,-11.25,11.75,0.62,-11.25,0,0.290770572
11310,-11.25,11.75,0.62,-11.25,0,0.203901514
11311,-11.25,11.75,0.62,-11.25,0,0.597477196
11312,-11.25,11.75,0.62,-11.25,0,0.222388577
11313,-11.31,11.64,0.62,-11.31,0,0.98542137
11314,-11.25,11.75,0.62,-11.25,0,0.459306182
11315,-11.31,11.64,0.62,-11.31,0,0.149558324
11316,-11.25,11.75,0.62,-11.25,0,0.589927209
11317,-11.31,11.64,0.62,-11.31,0,0.339123018
11318,-11.31,11.64,0.62,-11.31,0,0.838682995
11319,-11.31,11.64,0.62,-11.31,0,0.420981799
11320,-11.25,11.75,0.62,-11.25,0,0.342767634
11321,-11.25,11.75,0.62,-11.25,0,0.522403855
11322,-11.31,11.64,0.62,-11.31,0,0.769242638
11323,-11.31,11.64,0.62,-11.31,0,0.710384804
11324,-11.25,11.75,0.62,-11.25,0,0.473150877
11325,-11.31,11.64,0.62,-11.31,0,0.676549163
11326,-11.31,11.64,0.62,-11.31,0,0.059885836
11327,-11.31,11.64,0.62,-11.31,0,0.493566461
11328,-11.25,11.75,0.62,-11.25,0,0.753772761
11329,-11.31,11.64,0.62,-11.31,0,0.964542545
11330,-11.31,11.64,0.62,-11.31,0,0.767692562
11331,-11.31,11.64,0.62,-11.31,0,0.716185025
11332,-11.31,11.64,0.62,-11.31,0,0.262520778
11333,-11.31,11.64,0.62,-11.31,0,0.175051147
11334,-11.31,11.64,0.62,-11.31,0,0.053684412
11335,-11.31,11.64,0.62,-11.31,0,0.530952029
11336,-11.31,11.64,0.62,-11.31,0,0.945642721
11337,-11.31,11.64,0.62,-11.31,0,0.841034959
11338,-11.31,11.64,0.62,-11.31,0,0.611587979
11339,-11.25,11.75,0.62,-11.25,0,0.189215208
11340,-11.31,11.64,0.62,-11.31,0,0.006022625
11341,-11.31,11.64,0.62,-11.31,0,0.527796052
11342,-11.31,11.64,0.62,-11.31,0,0.19296205
11343,-11.25,11.75,0.62,-11.25,0,0.067781143
11344,-11.31,11.64,0.62,-11.31,0,0.609647577
11345,-11.31,11.64,0.62,-11.31,0,0.673902124
11346,-11.31,11.64,0.62,-11.31,0,0.922423804
11347,-11.31,11.64,0.62,-11.31,0,0.760864923
11348,-11.31,11.64,0.62,-11.31,0,0.244164768
11349,-11.31,11.64,0.62,-11.31,0,0.678012526
11350,-11.31,11.64,0.62,-11.31,0,0.920761555
11351,-11.31,11.64,0.62,-11.31,0,0.123478621
11352,-11.31,11.64,0.62,-11.31,0,0.87737953
11353,-11.31,11.64,0.62,-11.31,0,0.621066667
11354,-11.31,11.64,0.62,-11.31,0,0.942406123
11355,-11.31,11.64,0.62,-11.31,0,0.847918052
11356,-11.31,11.64,0.62,-11.31,0,0.159282814
11357,-11.31,11.64,0.62,-11.31,0,0.545043447
11358,-11.31,11.64,0.62,-11.31,0,0.507515808
11359,-11.31,11.64,0.62,-11.31,0,0.137396224
11360,-11.31,11.64,0.62,-11.31,0,0.713594864
11361,-11.31,11.64,0.62,-11.31,0,0.845492879
11362,-11.31,11.64,0.62,-11.31,0,0.279990002
11363,-11.31,11.64,0.62,-11.31,0,0.188414509
11364,-11.31,11.64,0.62,-11.31,0,0.621385721
11365,-11.31,11.64,0.62,-11.31,0,0.300303016
11366,-11.31,11.64,0.62,-11.31,0,0.558994059
11367,-11.31,11.64,0.62,-11.31,0,0.115893158
11368,-11.31,11.64,0.62,-11.31,0,0.334564796
11369,-11.31,11.64,0.62,-11.31,0,0.992709266
11370,-11.31,11.64,0.62,-11.31,0,0.095588534
11371,-11.31,11.64,0.62,-11.31,0,0.082012686
11372,-11.31,11.64,0.62,-11.31,0,0.611155264
11373,-11.31,11.64,0.62,-11.31,0,0.875780007
11374,-11.31,11.64,0.62,-11.31,0,0.903928833
11375,-11.31,11.64,0.62,-11.31,0,0.27538345
11376,-11.31,11.64,0.62,-11.31,0,0.377772687
11377,-11.31,11.64,0.62,-11.31,0,0.933889651
11378,-11.31,11.64,0.62,-11.31,0,0.357608291
11379,-11.31,11.64,0.62,-11.31,0,0.255950819
11380,-11.31,11.64,0.62,-11.31,0,0.405939614
11381,-11.31,11.64,0.62,-11.31,0,0.246291546
11382,-11.31,11.64,0.62,-11.31,0,0.594810905
11383,-11.31,11.64,0.62,-11.31,0,0.892070304
11384,-11.31,11.64,0.62,-11.31,0,0.325562175
11385,-11.31,11.64,0.62,-11.31,0,0.160692018
11386,-11.31,11.64,0.62,-11.31,0,0.675313997
11387,-11.31,11.64,0.62,-11.31,0,0.633612538
11388,-11.31,11.64,0.62,-11.31,0,0.600853371
11389,-11.31,11.64,0.62,-11.31,0,0.002836052
11390,-11.31,11.64,0.62,-11.31,0,0.673077202
11391,-11.31,11.64,0.62,-11.31,0,0.572537097
11392,-11.31,11.64,0.62,-11.31,0,0.254099256
11393,-11.31,11.64,0.62,-11.31,0,0.263615495
11394,-11.31,11.64,0.62,-11.31,0,0.089228981
11395,-11.31,11.64,0.62,-11.31,0,0.248641424
11396,-11.31,11.64,0.62,-11.31,0,0.351727002
11397,-11.31,11.64,0.62,-11.31,0,0.778528098
11398,-11.31,11.64,0.62,-11.31,0,0.372879518
11399,-11.31,11.64,0.62,-11.31,0,0.764709479
11400,-11.31,11.64,0.62,-11.31,0,0.824931161
11401,-11.31,11.64,0.62,-11.31,0,0.246269844
11402,-11.31,11.64,0.62,-11.31,0,0.419795431
11403,-11.31,11.64,0.62,-11.31,0,0.95611428
11404,-11.31,11.64,0.62,-11.31,0,0.557260076
11405,-11.31,11.64,0.62,-11.31,0,0.859957059
11406,-11.31,11.64,0.62,-11.31,0,0.132311536
11407,-11.31,11.64,0.62,-11.31,0,0.55686641
11408,-11.31,11.64,0.62,-11.31,0,0.541984054
11409,-11.31,11.64,0.62,-11.31,0,0.26697914
11410,-11.31,11.64,0.62,-11.31,0,0.992762743
11411,-11.31,11.64,0.62,-11.31,0,0.567803079
11412,-11.31,11.64,0.62,-11.31,0,0.464982639
11413,-11.31,11.64,0.62,-11.31,0,0.56789301
11414,-11.31,11.64,0.62,-11.31,0,0.605316842
11415,-11.31,11.64,0.62,-11.31,0,0.737925009
11416,-11.31,11.64,0.62,-11.31,0,0.186194776
11417,-11.31,11.64,0.62,-11.31,0,0.375306931
11418,-11.31,11.64,0.62,-11.31,0,0.114478546
11419,-11.31,11.64,0.62,-11.31,0,0.858642962
11420,-11.31,11.64,0.62,-11.31,0,0.146394178
11421,-11.31,11.64,0.62,-11.31,0,0.430748601
11422,-11.31,11.64,0.62,-11.31,0,0.013205581
11423,-11.31,11.64,0.62,-11.31,0,0.969961151
11424,-11.31,11.64,0.62,-11.31,0,0.138904206
11425,-11.31,11.64,0.62,-11.31,0,0.92670965
11426,-11.31,11.64,0.62,-11.31,0,0.767286123
11427,-11.38,11.52,0.62,-11.38,0,0.455489172
11428,-11.38,11.52,0.62,-11.38,0,0.576340374
11429,-11.38,11.52,0.62,-11.38,0,0.386076956
11430,-11.31,11.64,0.62,-11.31,0,0.190788839
11431,-11.31,11.64,0.62,-11.31,0,0.580588478
11432,-11.38,11.52,0.62,-11.38,0,0.804994508
11433,-11.38,11.52,0.62,-11.38,0,0.417611532
11434,-11.38,11.52,0.62,-11.38,0,0.853295264
11435,-11.31,11.64,0.62,-11.31,0,0.709258283
11436,-11.38,11.52,0.62,-11.38,0,0.268127837
11437,-11.31,11.64,0.62,-11.31,0,0.244041825
11438,-11.38,11.52,0.62,-11.38,0,0.676969436
11439,-11.31,11.64,0.62,-11.31,0,0.155604578
11440,-11.31,11.64,0.62,-11.31,0,0.876872396
11441,-11.38,11.52,0.62,-11.38,0,0.794570879
11442,-11.31,11.64,0.62,-11.31,0,0.587580231
11443,-11.38,11.52,0.62,-11.38,0,0.41489267
11444,-11.38,11.52,0.62,-11.38,0,0.704730958
11445,-11.38,11.52,0.62,-11.38,0,0.503889398
11446,-11.31,11.64,0.62,-11.31,0,0.758331925
11447,-11.38,11.52,0.62,-11.38,0,0.546344604
11448,-11.38,11.52,0.62,-11.38,0,0.755254699
11449,-11.38,11.52,0.62,-11.38,0,0.724782328
11450,-11.38,11.52,0.62,-11.38,0,0.817415995
11451,-11.38,11.52,0.62,-11.38,0,0.12214132
11452,-11.38,11.52,0.62,-11.38,0,0.611882262
